project_short_name,case_barcode,sample_barcode,aliquot_barcode,HGNC_gene_symbol,gene_id,normalized_count,original_gene_symbol,platform
TCGA-KIRP,TCGA-SX-A7SL,TCGA-SX-A7SL-01A,TCGA-SX-A7SL-01A-11R-A355-07,PYROXD1,79912,331.4614,PYROXD1,IlluminaHiSeq
TCGA-KIRP,TCGA-MH-A857,TCGA-MH-A857-01A,TCGA-MH-A857-01A-11R-A355-07,HEATR3,55027,421.089,HEATR3,IlluminaHiSeq
TCGA-KIRP,TCGA-AL-3467,TCGA-AL-3467-01A,TCGA-AL-3467-01A-02R-1351-07,TLR5,7100,206.6895,TLR5,IlluminaHiSeq
TCGA-KIRP,TCGA-5P-A9KF,TCGA-5P-A9KF-01A,TCGA-5P-A9KF-01A-11R-A42S-07,TXNDC9,10190,577.4739,TXNDC9,IlluminaHiSeq
TCGA-KIRP,TCGA-DW-7842,TCGA-DW-7842-01A,TCGA-DW-7842-01A-11R-A32Z-07,BLOC1S6,26258,866.3247,PLDN,IlluminaHiSeq
TCGA-KIRP,TCGA-BQ-5886,TCGA-BQ-5886-01A,TCGA-BQ-5886-01A-11R-1592-07,EID3,493861,30.6604,EID3,IlluminaHiSeq
TCGA-KIRP,TCGA-SX-A71U,TCGA-SX-A71U-01A,TCGA-SX-A71U-01A-12R-A33Z-07,ACOX3,8310,294.6247,ACOX3,IlluminaHiSeq
TCGA-KIRP,TCGA-PJ-A5Z9,TCGA-PJ-A5Z9-01A,TCGA-PJ-A5Z9-01A-11R-A28H-07,ATF2,1386,143.4109,ATF2,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9J9,TCGA-2Z-A9J9-01A,TCGA-2Z-A9J9-01A-11R-A42S-07,WWTR1,25937,965.5909,WWTR1,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-8516,TCGA-A4-8516-01A,TCGA-A4-8516-01A-11R-2404-07,RCBTB1,55213,508.5511,RCBTB1,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9J3,TCGA-2Z-A9J3-01A,TCGA-2Z-A9J3-01A-12R-A38C-07,MRPS26,64949,1137.1697,MRPS26,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9JP,TCGA-2Z-A9JP-01A,TCGA-2Z-A9JP-01A-11R-A42S-07,IGLON5,402665,1.1703,IGLON5,IlluminaHiSeq
TCGA-KIRP,TCGA-PJ-A5Z8,TCGA-PJ-A5Z8-01A,TCGA-PJ-A5Z8-01A-11R-A28H-07,PRKCG,5582,1.9687,PRKCG,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-7996,TCGA-A4-7996-01A,TCGA-A4-7996-01A-11R-2204-07,TMEM233,387890,2.9441,TMEM233,IlluminaHiSeq
TCGA-KIRP,TCGA-BQ-7050,TCGA-BQ-7050-01A,TCGA-BQ-7050-01A-11R-1965-07,RPL22,6146,5121.4912,RPL22,IlluminaHiSeq
TCGA-KIRP,TCGA-HE-A5NL,TCGA-HE-A5NL-01A,TCGA-HE-A5NL-01A-11R-A26U-07,PLEKHA4,57664,1010.084,PLEKHA4,IlluminaHiSeq
TCGA-KIRP,TCGA-SX-A7SN,TCGA-SX-A7SN-01A,TCGA-SX-A7SN-01A-11R-A355-07,ROR1,4919,33.6081,ROR1,IlluminaHiSeq
TCGA-KIRP,TCGA-GL-A9DC,TCGA-GL-A9DC-01A,TCGA-GL-A9DC-01A-11R-A37K-07,TBC1D8B,54885,234.3949,TBC1D8B,IlluminaHiSeq
TCGA-KIRP,TCGA-UZ-A9PJ,TCGA-UZ-A9PJ-01A,TCGA-UZ-A9PJ-01A-11R-A38C-07,FUZ,80199,514.777,FUZ,IlluminaHiSeq
TCGA-KIRP,TCGA-B1-A47O,TCGA-B1-A47O-01A,TCGA-B1-A47O-01A-11R-A24Z-07,ANO1,55107,29.5389,ANO1,IlluminaHiSeq
TCGA-KIRP,TCGA-SX-A7SP,TCGA-SX-A7SP-01A,TCGA-SX-A7SP-01A-11R-A355-07,CMAHP,8418,98.5353,CMAH,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-7732,TCGA-A4-7732-01A,TCGA-A4-7732-01A-11R-2139-07,UPK3BL,100134938,428.6611,UPK3BL,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9J9,TCGA-2Z-A9J9-01A,TCGA-2Z-A9J9-01A-11R-A42S-07,ERI1,90459,238.2199,ERI1,IlluminaHiSeq
TCGA-KIRP,TCGA-5P-A9KH,TCGA-5P-A9KH-01A,TCGA-5P-A9KH-01A-11R-A42S-07,SNX32,254122,0.3697,SNX32,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9JI,TCGA-2Z-A9JI-01A,TCGA-2Z-A9JI-01A-11R-A42S-07,CCNB1IP1,57820,1782.1565,CCNB1IP1,IlluminaHiSeq
TCGA-KIRP,TCGA-SX-A71W,TCGA-SX-A71W-01A,TCGA-SX-A71W-01A-12R-A355-07,CCNB1,891,126.3339,CCNB1,IlluminaHiSeq
TCGA-KIRP,TCGA-AL-3473,TCGA-AL-3473-01A,TCGA-AL-3473-01A-01R-1193-07,LIN7C,55327,840.9704,LIN7C,IlluminaHiSeq
TCGA-KIRP,TCGA-EV-5902,TCGA-EV-5902-01A,TCGA-EV-5902-01A-11R-1592-07,HIST1H4E,8367,2.5042,HIST1H4E,IlluminaHiSeq
TCGA-KIRP,TCGA-P4-AAVM,TCGA-P4-AAVM-01A,TCGA-P4-AAVM-01A-11R-A42S-07,PA2G4P4,647033,54.513,PA2G4P4,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9J3,TCGA-2Z-A9J3-01A,TCGA-2Z-A9J3-01A-12R-A38C-07,IFT81,28981,439.7394,IFT81,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-7996,TCGA-A4-7996-01A,TCGA-A4-7996-01A-11R-2204-07,CRTAP,10491,5730.0607,CRTAP,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-A6HP,TCGA-A4-A6HP-01A,TCGA-A4-A6HP-01A-11R-A31O-07,SYCE1L,100130958,563.0499,SYCE1L,IlluminaHiSeq
TCGA-KIRP,TCGA-BQ-7060,TCGA-BQ-7060-01A,TCGA-BQ-7060-01A-11R-1965-07,EVPLL,645027,22.75,EVPLL,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-A7UZ,TCGA-A4-A7UZ-01A,TCGA-A4-A7UZ-01A-12R-A355-07,PTS,5805,183.0171,PTS,IlluminaHiSeq
TCGA-KIRP,TCGA-B9-A5W8,TCGA-B9-A5W8-01A,TCGA-B9-A5W8-01A-11R-A28H-07,AVIL,10677,11.231,AVIL,IlluminaHiSeq
TCGA-KIRP,TCGA-IZ-8196,TCGA-IZ-8196-01A,TCGA-IZ-8196-01A-11R-2404-07,MVB12A,93343,471.519,FAM125A,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-7287,TCGA-A4-7287-01A,TCGA-A4-7287-01A-11R-2139-07,SNORD17,692086,2.5342,SNORD17,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9JE,TCGA-2Z-A9JE-01A,TCGA-2Z-A9JE-01A-11R-A42S-07,GCNT4,51301,19.1858,GCNT4,IlluminaHiSeq
TCGA-KIRP,TCGA-UZ-A9PJ,TCGA-UZ-A9PJ-01A,TCGA-UZ-A9PJ-01A-11R-A38C-07,VIM,7431,33676.282,VIM,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9JN,TCGA-2Z-A9JN-01A,TCGA-2Z-A9JN-01A-21R-A42S-07,HLA-F-AS1,285830,18.2491,LOC285830,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-8518,TCGA-A4-8518-01A,TCGA-A4-8518-01A-11R-2404-07,SCAF8,22828,502.9569,RBM16,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-7288,TCGA-A4-7288-01A,TCGA-A4-7288-01A-11R-A32Z-07,CST7,8530,2.9745,CST7,IlluminaHiSeq
TCGA-KIRP,TCGA-B9-4617,TCGA-B9-4617-01A,TCGA-B9-4617-01A-01R-1193-07,ZMYM4,9202,961.7584,ZMYM4,IlluminaHiSeq
TCGA-KIRP,TCGA-B9-A5W8,TCGA-B9-A5W8-01A,TCGA-B9-A5W8-01A-11R-A28H-07,NFYB,4801,409.0439,NFYB,IlluminaHiSeq
TCGA-KIRP,TCGA-G7-6797,TCGA-G7-6797-01A,TCGA-G7-6797-01A-11R-1965-07,TGFB1,7040,588.6553,TGFB1,IlluminaHiSeq
TCGA-KIRP,TCGA-AL-3467,TCGA-AL-3467-01A,TCGA-AL-3467-01A-02R-1351-07,ATP1B2,482,183.5334,ATP1B2,IlluminaHiSeq
TCGA-KIRP,TCGA-IZ-A6M9,TCGA-IZ-A6M9-01A,TCGA-IZ-A6M9-01A-11R-A31O-07,THYN1,29087,687.5927,THYN1,IlluminaHiSeq
TCGA-KIRP,TCGA-SX-A7SO,TCGA-SX-A7SO-01A,TCGA-SX-A7SO-01A-11R-A355-07,LINC00894,100272228,77.2608,LOC100272228,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9JL,TCGA-2Z-A9JL-01A,TCGA-2Z-A9JL-01A-11R-A42S-07,FAM49A,81553,15.4068,FAM49A,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9J1,TCGA-2Z-A9J1-01A,TCGA-2Z-A9J1-01A-11R-A38C-07,L3MBTL3,84456,252.2612,L3MBTL3,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-8517,TCGA-A4-8517-01A,TCGA-A4-8517-01A-11R-2404-07,PHKA2,5256,392.3607,PHKA2,IlluminaHiSeq
TCGA-KIRP,TCGA-5P-A9K3,TCGA-5P-A9K3-01A,TCGA-5P-A9K3-01A-11R-A42S-07,LINC00467,84791,269.0992,C1orf97,IlluminaHiSeq
TCGA-KIRP,TCGA-AL-A5DJ,TCGA-AL-A5DJ-01A,TCGA-AL-A5DJ-01A-11R-A26U-07,CSTB,1476,24051.3483,CSTB,IlluminaHiSeq
TCGA-KIRP,TCGA-B9-4617,TCGA-B9-4617-01A,TCGA-B9-4617-01A-01R-1193-07,ZKSCAN3,80317,86.7257,ZKSCAN3,IlluminaHiSeq
TCGA-KIRP,TCGA-DW-7834,TCGA-DW-7834-01A,TCGA-DW-7834-01A-11R-2139-07,KHNYN,23351,1242.4735,KHNYN,IlluminaHiSeq
TCGA-KIRP,TCGA-G7-6790,TCGA-G7-6790-01A,TCGA-G7-6790-01A-11R-1965-07,FBXO44,93611,327.9022,FBXO44,IlluminaHiSeq
TCGA-KIRP,TCGA-Y8-A8S0,TCGA-Y8-A8S0-01A,TCGA-Y8-A8S0-01A-11R-A37K-07,FEM1B,10116,1151.8591,FEM1B,IlluminaHiSeq
TCGA-KIRP,TCGA-BQ-7048,TCGA-BQ-7048-01A,TCGA-BQ-7048-01A-11R-1965-07,EVC,2121,8845.71,EVC,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-A5DU,TCGA-A4-A5DU-01A,TCGA-A4-A5DU-01A-11R-A28H-07,EFCAB5,374786,5.4152,EFCAB5,IlluminaHiSeq
TCGA-KIRP,TCGA-G7-6796,TCGA-G7-6796-01A,TCGA-G7-6796-01A-11R-1965-07,AP1G1,164,2057.2096,AP1G1,IlluminaHiSeq
TCGA-KIRP,TCGA-BQ-7060,TCGA-BQ-7060-01A,TCGA-BQ-7060-01A-11R-1965-07,NAP1L2,4674,82.0844,NAP1L2,IlluminaHiSeq
TCGA-KIRP,TCGA-DZ-6135,TCGA-DZ-6135-01A,TCGA-DZ-6135-01A-11R-1965-07,NAP1L6,645996,0.5149,NAP1L6,IlluminaHiSeq
TCGA-KIRP,TCGA-UZ-A9PZ,TCGA-UZ-A9PZ-01A,TCGA-UZ-A9PZ-01A-11R-A42S-07,CCDC53,51019,651.715,CCDC53,IlluminaHiSeq
TCGA-KIRP,TCGA-UN-AAZ9,TCGA-UN-AAZ9-01A,TCGA-UN-AAZ9-01A-11R-A38C-07,ADAMTS17,170691,17.8842,ADAMTS17,IlluminaHiSeq
TCGA-KIRP,TCGA-J7-6720,TCGA-J7-6720-01A,TCGA-J7-6720-01A-11R-2139-07,UBLCP1,134510,618.7447,UBLCP1,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9J5,TCGA-2Z-A9J5-01A,TCGA-2Z-A9J5-01A-21R-A38C-07,CCDC102B,79839,30.5882,CCDC102B,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-8515,TCGA-A4-8515-01A,TCGA-A4-8515-01A-11R-2404-07,EBLN2,55096,6.4774,FLJ10213,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-7583,TCGA-A4-7583-01A,TCGA-A4-7583-01A-11R-A32Z-07,RNF141,50862,910.5058,RNF141,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9J1,TCGA-2Z-A9J1-01A,TCGA-2Z-A9J1-01A-11R-A38C-07,HIST1H2AE,3012,16.8505,HIST1H2AE,IlluminaHiSeq
TCGA-KIRP,TCGA-5P-A9KC,TCGA-5P-A9KC-01A,TCGA-5P-A9KC-01A-11R-A42S-07,TPGS2,25941,1063.3319,C18orf10,IlluminaHiSeq
TCGA-KIRP,TCGA-BQ-5889,TCGA-BQ-5889-01A,TCGA-BQ-5889-01A-11R-1592-07,SLC37A2,219855,311.8149,SLC37A2,IlluminaHiSeq
TCGA-KIRP,TCGA-HE-A5NI,TCGA-HE-A5NI-01A,TCGA-HE-A5NI-01A-11R-A26U-07,GON4L,54856,1033.5714,GON4L,IlluminaHiSeq
TCGA-KIRP,TCGA-MH-A55Z,TCGA-MH-A55Z-01A,TCGA-MH-A55Z-01A-11R-A26U-07,SLCO4A1,28231,168.0261,SLCO4A1,IlluminaHiSeq
TCGA-KIRP,TCGA-IA-A40U,TCGA-IA-A40U-01A,TCGA-IA-A40U-01A-11R-A24Z-07,FAM185A,222234,96.4694,FAM185A,IlluminaHiSeq
TCGA-KIRP,TCGA-P4-AAVO,TCGA-P4-AAVO-01A,TCGA-P4-AAVO-01A-11R-A42S-07,ASPSCR1,79058,832.246,ASPSCR1,IlluminaHiSeq
TCGA-KIRP,TCGA-B3-4104,TCGA-B3-4104-01A,TCGA-B3-4104-01A-02R-1351-07,SLC25A11,8402,929.2866,SLC25A11,IlluminaHiSeq
TCGA-KIRP,TCGA-UZ-A9PM,TCGA-UZ-A9PM-01A,TCGA-UZ-A9PM-01A-21R-A38C-07,DHX57,90957,389.8564,DHX57,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-7732,TCGA-A4-7732-01A,TCGA-A4-7732-01A-11R-2139-07,CCDC15,80071,30.7333,CCDC15,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-8516,TCGA-A4-8516-01A,TCGA-A4-8516-01A-11R-2404-07,C21orf62,56245,102.8834,C21orf62,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9JK,TCGA-2Z-A9JK-01A,TCGA-2Z-A9JK-01A-11R-A42S-07,FBXO3,26273,952.1388,FBXO3,IlluminaHiSeq
TCGA-KIRP,TCGA-B9-4117,TCGA-B9-4117-01A,TCGA-B9-4117-01A-02R-1351-07,INPP5F,22876,412.178,INPP5F,IlluminaHiSeq
TCGA-KIRP,TCGA-BQ-5892,TCGA-BQ-5892-01A,TCGA-BQ-5892-01A-11R-1592-07,IRF2BP2,359948,2589.9848,IRF2BP2,IlluminaHiSeq
TCGA-KIRP,TCGA-SX-A7SR,TCGA-SX-A7SR-01A,TCGA-SX-A7SR-01A-12R-A36F-07,DDX23,9416,2713.2763,DDX23,IlluminaHiSeq
TCGA-KIRP,TCGA-HE-A5NH,TCGA-HE-A5NH-01A,TCGA-HE-A5NH-01A-11R-A26U-07,RAB2B,84932,437.3285,RAB2B,IlluminaHiSeq
TCGA-KIRP,TCGA-5P-A9KA,TCGA-5P-A9KA-01A,TCGA-5P-A9KA-01A-11R-A42S-07,VGLL4,9686,3192.5224,VGLL4,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9J1,TCGA-2Z-A9J1-01A,TCGA-2Z-A9J1-01A-11R-A38C-07,FAM127C,441518,347.4167,FAM127C,IlluminaHiSeq
TCGA-KIRP,TCGA-MH-A55W,TCGA-MH-A55W-01A,TCGA-MH-A55W-01A-11R-A26U-07,CCDC151,115948,57.3585,CCDC151,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-8310,TCGA-A4-8310-01A,TCGA-A4-8310-01A-11R-2404-07,ANKMY1,51281,175.4134,ANKMY1,IlluminaHiSeq
TCGA-KIRP,TCGA-UZ-A9PZ,TCGA-UZ-A9PZ-01A,TCGA-UZ-A9PZ-01A-11R-A42S-07,SLC16A5,9121,55.409,SLC16A5,IlluminaHiSeq
TCGA-KIRP,TCGA-P4-AAVK,TCGA-P4-AAVK-01A,TCGA-P4-AAVK-01A-11R-A42S-07,SNRPB2,6629,1397.7901,SNRPB2,IlluminaHiSeq
TCGA-KIRP,TCGA-MH-A55Z,TCGA-MH-A55Z-01A,TCGA-MH-A55Z-01A-11R-A26U-07,MPDZ,8777,320.2828,MPDZ,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9JP,TCGA-2Z-A9JP-01A,TCGA-2Z-A9JP-01A-11R-A42S-07,HP,3240,14.6284,HP,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-7585,TCGA-A4-7585-01A,TCGA-A4-7585-01A-11R-2139-07,UBAP1L,390595,5.2251,LOC390595,IlluminaHiSeq
TCGA-KIRP,TCGA-5P-A9K2,TCGA-5P-A9K2-01A,TCGA-5P-A9K2-01A-11R-A42S-07,MRPL42P5,359821,18.0858,MRPL42P5,IlluminaHiSeq
TCGA-KIRP,TCGA-B1-A47N,TCGA-B1-A47N-01A,TCGA-B1-A47N-01A-11R-A24Z-07,OSBP,5007,1120.9982,OSBP,IlluminaHiSeq
TCGA-KIRP,TCGA-BQ-7048,TCGA-BQ-7048-01A,TCGA-BQ-7048-01A-11R-1965-07,TRIM44,54765,1529.7138,TRIM44,IlluminaHiSeq
TCGA-KIRP,TCGA-B3-4104,TCGA-B3-4104-01A,TCGA-B3-4104-01A-02R-1351-07,PYGO1,26108,3.7547,PYGO1,IlluminaHiSeq
TCGA-KIRP,TCGA-SX-A7SU,TCGA-SX-A7SU-01A,TCGA-SX-A7SU-01A-11R-A36F-07,KIAA0753,9851,1079.7141,KIAA0753,IlluminaHiSeq
TCGA-KIRP,TCGA-P4-A5E6,TCGA-P4-A5E6-01A,TCGA-P4-A5E6-01A-11R-A28H-07,PSMB2,5690,1593.5418,PSMB2,IlluminaHiSeq
TCGA-KIRP,TCGA-UZ-A9PJ,TCGA-UZ-A9PJ-01A,TCGA-UZ-A9PJ-01A-11R-A38C-07,CCDC144A,9720,91.4089,CCDC144A,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9JS,TCGA-2Z-A9JS-01A,TCGA-2Z-A9JS-01A-21R-A42S-07,DDX50,79009,624.1283,DDX50,IlluminaHiSeq
TCGA-KIRP,TCGA-B3-4104,TCGA-B3-4104-01A,TCGA-B3-4104-01A-02R-1351-07,ZFYVE26,23503,787.234,ZFYVE26,IlluminaHiSeq
TCGA-KIRP,TCGA-5P-A9KA,TCGA-5P-A9KA-01A,TCGA-5P-A9KA-01A-11R-A42S-07,ZDHHC1,29800,373.6148,ZDHHC1,IlluminaHiSeq
TCGA-KIRP,TCGA-SX-A7SQ,TCGA-SX-A7SQ-01A,TCGA-SX-A7SQ-01A-12R-A36F-07,RLTPR,146206,5.2824,RLTPR,IlluminaHiSeq
TCGA-KIRP,TCGA-MH-A560,TCGA-MH-A560-01A,TCGA-MH-A560-01A-11R-A26U-07,FAM127C,441518,589.1374,FAM127C,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-7915,TCGA-A4-7915-01A,TCGA-A4-7915-01A-11R-2204-07,CCDC178,374864,4.2689,C18orf34,IlluminaHiSeq
TCGA-KIRP,TCGA-UZ-A9PQ,TCGA-UZ-A9PQ-01A,TCGA-UZ-A9PQ-01A-11R-A42S-07,ADCY5,111,235.8609,ADCY5,IlluminaHiSeq
TCGA-KIRP,TCGA-UZ-A9PL,TCGA-UZ-A9PL-01A,TCGA-UZ-A9PL-01A-11R-A38C-07,CYP2D6,1565,57.9417,CYP2D6,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-A48D,TCGA-A4-A48D-01A,TCGA-A4-A48D-01A-11R-A24Z-07,PLPPR5,163404,1.3158,LPPR5,IlluminaHiSeq
TCGA-KIRP,TCGA-B9-4114,TCGA-B9-4114-01A,TCGA-B9-4114-01A-01R-1193-07,MST1R,4486,264.4127,MST1R,IlluminaHiSeq
TCGA-KIRP,TCGA-B3-3925,TCGA-B3-3925-01A,TCGA-B3-3925-01A-02R-1351-07,TSC22D4,81628,907.0698,TSC22D4,IlluminaHiSeq
TCGA-KIRP,TCGA-GL-A59T,TCGA-GL-A59T-01A,TCGA-GL-A59T-01A-21R-A28H-07,PPARD,5467,737.3684,PPARD,IlluminaHiSeq
TCGA-KIRP,TCGA-BQ-5889,TCGA-BQ-5889-01A,TCGA-BQ-5889-01A-11R-1592-07,NCBP2-AS2,152217,377.9943,LOC152217,IlluminaHiSeq
TCGA-KIRP,TCGA-MH-A55W,TCGA-MH-A55W-01A,TCGA-MH-A55W-01A-11R-A26U-07,LAMP2,3920,7006.0517,LAMP2,IlluminaHiSeq
TCGA-KIRP,TCGA-G7-A8LE,TCGA-G7-A8LE-01A,TCGA-G7-A8LE-01A-11R-A36F-07,UNC5D,137970,236.7865,UNC5D,IlluminaHiSeq
TCGA-KIRP,TCGA-BQ-5883,TCGA-BQ-5883-01A,TCGA-BQ-5883-01A-11R-1592-07,PSMG3,84262,391.2794,PSMG3,IlluminaHiSeq
TCGA-KIRP,TCGA-5P-A9JZ,TCGA-5P-A9JZ-01A,TCGA-5P-A9JZ-01A-11R-A42S-07,NARFL,64428,907.0709,NARFL,IlluminaHiSeq
TCGA-KIRP,TCGA-DW-7841,TCGA-DW-7841-01A,TCGA-DW-7841-01A-11R-A32Z-07,ZNF16,7564,204.0582,ZNF16,IlluminaHiSeq
TCGA-KIRP,TCGA-GL-A59T,TCGA-GL-A59T-01A,TCGA-GL-A59T-01A-21R-A28H-07,RBM4B,83759,216.3158,RBM4B,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9JJ,TCGA-2Z-A9JJ-01A,TCGA-2Z-A9JJ-01A-11R-A42S-07,TCEA2,6919,755.9055,TCEA2,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9J1,TCGA-2Z-A9J1-01A,TCGA-2Z-A9J1-01A-11R-A38C-07,BRCC3,79184,404.4109,BRCC3,IlluminaHiSeq
TCGA-KIRP,TCGA-B9-4117,TCGA-B9-4117-01A,TCGA-B9-4117-01A-02R-1351-07,C1QTNF7,114905,13.1148,C1QTNF7,IlluminaHiSeq
TCGA-KIRP,TCGA-G7-7501,TCGA-G7-7501-01A,TCGA-G7-7501-01A-11R-2204-07,HPS4,89781,406.3363,HPS4,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-7288,TCGA-A4-7288-01A,TCGA-A4-7288-01A-11R-A32Z-07,CRIP1,1396,1576.4686,CRIP1,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-8516,TCGA-A4-8516-01A,TCGA-A4-8516-01A-11R-2404-07,CXorf56,63932,138.0804,CXorf56,IlluminaHiSeq
TCGA-KIRP,TCGA-KV-A6GE,TCGA-KV-A6GE-01A,TCGA-KV-A6GE-01A-11R-A31O-07,PROK2,60675,0.8857,PROK2,IlluminaHiSeq
TCGA-KIRP,TCGA-5P-A9K0,TCGA-5P-A9K0-01A,TCGA-5P-A9K0-01A-11R-A42S-07,A4GNT,51146,2.4799,A4GNT,IlluminaHiSeq
TCGA-KIRP,TCGA-BQ-5883,TCGA-BQ-5883-01A,TCGA-BQ-5883-01A-11R-1592-07,CALCOCO2,10241,1931.307,CALCOCO2,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9J5,TCGA-2Z-A9J5-01A,TCGA-2Z-A9J5-01A-21R-A38C-07,ZNF500,26048,144.3137,ZNF500,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9JP,TCGA-2Z-A9JP-01A,TCGA-2Z-A9JP-01A-11R-A42S-07,YWHAQ,10971,4482.7384,YWHAQ,IlluminaHiSeq
TCGA-KIRP,TCGA-AL-A5DJ,TCGA-AL-A5DJ-01A,TCGA-AL-A5DJ-01A-11R-A26U-07,DAPK3,1613,2432.1318,DAPK3,IlluminaHiSeq
TCGA-KIRP,TCGA-BQ-5885,TCGA-BQ-5885-01A,TCGA-BQ-5885-01A-11R-1592-07,COQ6,51004,214.7475,COQ6,IlluminaHiSeq
TCGA-KIRP,TCGA-O9-A75Z,TCGA-O9-A75Z-01A,TCGA-O9-A75Z-01A-11R-A33Z-07,CYTH4,27128,126.1739,CYTH4,IlluminaHiSeq
TCGA-KIRP,TCGA-B9-A44B,TCGA-B9-A44B-01A,TCGA-B9-A44B-01A-11R-A24Z-07,TNN,63923,3.6946,TNN,IlluminaHiSeq
TCGA-KIRP,TCGA-KV-A74V,TCGA-KV-A74V-01A,TCGA-KV-A74V-01A-11R-A33Z-07,NCS1,23413,1468.4233,NCS1,IlluminaHiSeq
TCGA-KIRP,TCGA-B9-A69E,TCGA-B9-A69E-01A,TCGA-B9-A69E-01A-11R-A31O-07,LCN10,414332,11.1421,LCN10,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9J2,TCGA-2Z-A9J2-01A,TCGA-2Z-A9J2-01A-11R-A38C-07,OAZ3,51686,20.0458,OAZ3,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9JQ,TCGA-2Z-A9JQ-01A,TCGA-2Z-A9JQ-01A-11R-A42S-07,MCUR1,63933,596.8645,CCDC90A,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9J6,TCGA-2Z-A9J6-01A,TCGA-2Z-A9J6-01A-11R-A38C-07,ABCG5,64240,21.989,ABCG5,IlluminaHiSeq
TCGA-KIRP,TCGA-5P-A9KE,TCGA-5P-A9KE-01A,TCGA-5P-A9KE-01A-11R-A42S-07,ZNF417,147687,73.9405,ZNF417,IlluminaHiSeq
TCGA-KIRP,TCGA-BQ-7049,TCGA-BQ-7049-01A,TCGA-BQ-7049-01A-11R-1965-07,FAM104A,84923,546.5751,FAM104A,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-A5Y1,TCGA-A4-A5Y1-01A,TCGA-A4-A5Y1-01A-11R-A28H-07,ANKRD31,256006,1.8068,ANKRD31,IlluminaHiSeq
TCGA-KIRP,TCGA-BQ-5889,TCGA-BQ-5889-01A,TCGA-BQ-5889-01A-11R-1592-07,TEPP,374739,4.8721,TEPP,IlluminaHiSeq
TCGA-KIRP,TCGA-UZ-A9PQ,TCGA-UZ-A9PQ-01A,TCGA-UZ-A9PQ-01A-11R-A42S-07,PCDHGC4,56098,24.6652,PCDHGC4,IlluminaHiSeq
TCGA-KIRP,TCGA-IA-A40Y,TCGA-IA-A40Y-01A,TCGA-IA-A40Y-01A-11R-A24Z-07,THAP4,51078,1496.9854,THAP4,IlluminaHiSeq
TCGA-KIRP,TCGA-MH-A856,TCGA-MH-A856-01A,TCGA-MH-A856-01A-11R-A355-07,CYP4A11,1579,6.8966,CYP4A11,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9JQ,TCGA-2Z-A9JQ-01A,TCGA-2Z-A9JQ-01A-11R-A42S-07,EIF4H,7458,2484.8824,EIF4H,IlluminaHiSeq
TCGA-KIRP,TCGA-B9-A8YH,TCGA-B9-A8YH-01A,TCGA-B9-A8YH-01A-11R-A37K-07,CCSER2,54462,676.1831,FAM190B,IlluminaHiSeq
